id,Taxon,taxon_final,Type,source,lat,lon,is_hybrid,final_cult_stat,final_origin_stat,H,G,crop_code
621209310,1914,Arachis_duranensis,H,GBIF,-24.37,-65.12,0,,,1,0,groundnut
621209341,1914,Arachis_duranensis,H,GBIF,-24.8443,-65.4788,0,,,1,0,groundnut
621209372,1912,Arachis_correntina,H,GBIF,-27.56,-58.29,0,,,1,0,groundnut
621209497,1914,Arachis_duranensis,H,GBIF,-24.92,-64.46,0,,,1,0,groundnut
621209926,1914,Arachis_duranensis,H,GBIF,-24.69,-64.21,0,,,1,0,groundnut
621209980,1909,Arachis_monticola,H,GBIF,-27.5,-58.77,0,,,1,0,groundnut
621210280,1921,Arachis_villosa,H,GBIF,-30.22,-57.86,0,,,1,0,groundnut
621210364,1921,Arachis_villosa,H,GBIF,-30.71,-58.16,0,,,1,0,groundnut
621210442,1909,Arachis_monticola,H,GBIF,-24.11,-65.41,0,,,1,0,groundnut
621210494,1912,Arachis_correntina,H,GBIF,-27.5,-58.77,0,,,1,0,groundnut
621210610,1914,Arachis_duranensis,H,GBIF,-27.4695,-58.8281,0,,,1,0,groundnut
621211170,1921,Arachis_villosa,H,GBIF,-30.91,-57.93,0,,,1,0,groundnut
621211262,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621211358,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621211495,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621211666,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621211871,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621212011,1909,Arachis_monticola,H,GBIF,-24.1197,-65.4019,0,,,1,0,groundnut
621212205,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621212280,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621212837,1921,Arachis_villosa,H,GBIF,-29.7137,-57.0856,0,,,1,0,groundnut
621213025,1921,Arachis_villosa,H,GBIF,-27.61,-57.17,0,,,1,0,groundnut
621213495,1914,Arachis_duranensis,H,GBIF,-24.69,-64.21,0,,,1,0,groundnut
621213602,1909,Arachis_monticola,H,GBIF,-24.28,-64.23,0,,,1,0,groundnut
621213669,1914,Arachis_duranensis,H,GBIF,-25.24,-64.47,0,,,1,0,groundnut
621213670,1909,Arachis_monticola,H,GBIF,-24.25,-65.5,0,,,1,0,groundnut
621213691,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621213753,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621213833,1914,Arachis_duranensis,H,GBIF,-25.24,-64.47,0,,,1,0,groundnut
621213863,1914,Arachis_duranensis,H,GBIF,-24.8443,-65.4788,0,,,1,0,groundnut
621213864,1914,Arachis_duranensis,H,GBIF,-23.25,-63.35,0,,,1,0,groundnut
621214048,1912,Arachis_correntina,H,GBIF,-27.3167,-58.5833,0,,,1,0,groundnut
621214267,1912,Arachis_correntina,H,GBIF,-28.36,-58.03,0,,,1,0,groundnut
621214338,1909,Arachis_monticola,H,GBIF,-24.11,-65.41,0,,,1,0,groundnut
621214638,1914,Arachis_duranensis,H,GBIF,-24.72,-65.41,0,,,1,0,groundnut
621214708,1921,Arachis_villosa,H,GBIF,-29.7327,-57.0999,0,,,1,0,groundnut
621214766,1914,Arachis_duranensis,H,GBIF,-24.93,-64.42,0,,,1,0,groundnut
621214820,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621214993,1914,Arachis_duranensis,H,GBIF,-23.243,-63.3412,0,,,1,0,groundnut
621215162,1909,Arachis_monticola,H,GBIF,-22.92,-65.92,0,,,1,0,groundnut
621215485,1909,Arachis_monticola,H,GBIF,-23.07,-65.39,0,,,1,0,groundnut
621215670,1914,Arachis_duranensis,H,GBIF,-24.84,-65.48,0,,,1,0,groundnut
621215785,1914,Arachis_duranensis,H,GBIF,-24.92,-65.5,0,,,1,0,groundnut
621215815,1914,Arachis_duranensis,H,GBIF,-24.93,-64.42,0,,,1,0,groundnut
621215922,1914,Arachis_duranensis,H,GBIF,-24.69,-64.21,0,,,1,0,groundnut
621215925,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621215980,1914,Arachis_duranensis,H,GBIF,-25,-64.5,0,,,1,0,groundnut
621216010,1912,Arachis_correntina,H,GBIF,-27.3704,-58.5127,0,,,1,0,groundnut
621216043,1914,Arachis_duranensis,H,GBIF,-23.25,-63.35,0,,,1,0,groundnut
621216045,1909,Arachis_monticola,H,GBIF,-27.4794,-58.8266,0,,,1,0,groundnut
621216186,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621216271,1914,Arachis_duranensis,H,GBIF,-23.01,-63.89,0,,,1,0,groundnut
621216272,1912,Arachis_correntina,H,GBIF,-27.33,-58.5,0,,,1,0,groundnut
621216333,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621216370,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621216495,1914,Arachis_duranensis,H,GBIF,-23.25,-63.38,0,,,1,0,groundnut
621216530,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621216613,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621216677,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621216861,1914,Arachis_duranensis,H,GBIF,-24.92,-64.42,0,,,1,0,groundnut
621216934,1912,Arachis_correntina,H,GBIF,-28.36,-58.03,0,,,1,0,groundnut
621216935,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621217116,1914,Arachis_duranensis,H,GBIF,-24.69,-64.21,0,,,1,0,groundnut
621217216,1912,Arachis_correntina,H,GBIF,-27.8,-57.46,0,,,1,0,groundnut
621217217,1914,Arachis_duranensis,H,GBIF,-23.25,-63.35,0,,,1,0,groundnut
621217318,1909,Arachis_monticola,H,GBIF,-24.11,-65.41,0,,,1,0,groundnut
621217411,1914,Arachis_duranensis,H,GBIF,-24.68,-64.25,0,,,1,0,groundnut
621217506,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621217537,1914,Arachis_duranensis,H,GBIF,-24.92,-64.42,0,,,1,0,groundnut
621217615,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621217644,1909,Arachis_monticola,H,GBIF,-24.11,-65.41,0,,,1,0,groundnut
621217692,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621217693,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621217815,1912,Arachis_correntina,H,GBIF,-28.36,-58.03,0,,,1,0,groundnut
621217816,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621217868,1914,Arachis_duranensis,H,GBIF,-25.24,-64.47,0,,,1,0,groundnut
621217974,1914,Arachis_duranensis,H,GBIF,-23.25,-63.35,0,,,1,0,groundnut
621217975,1921,Arachis_villosa,H,GBIF,-29.7327,-57.0999,0,,,1,0,groundnut
621218011,1914,Arachis_duranensis,H,GBIF,-24.93,-64.42,0,,,1,0,groundnut
621218013,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621218083,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621218201,1914,Arachis_duranensis,H,GBIF,-25.24,-64.47,0,,,1,0,groundnut
621218267,1914,Arachis_duranensis,H,GBIF,-24.72,-65.41,0,,,1,0,groundnut
621218278,1921,Arachis_villosa,H,GBIF,-30.91,-57.93,0,,,1,0,groundnut
621218364,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621218365,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621218563,1921,Arachis_villosa,H,GBIF,-27.5,-58.77,0,,,1,0,groundnut
621218645,1912,Arachis_correntina,H,GBIF,-27.9517,-58.8041,0,,,1,0,groundnut
621218726,1914,Arachis_duranensis,H,GBIF,-24.84,-65.48,0,,,1,0,groundnut
621218881,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621219038,1914,Arachis_duranensis,H,GBIF,-23.25,-63.35,0,,,1,0,groundnut
621219097,1914,Arachis_duranensis,H,GBIF,-24.92,-64.42,0,,,1,0,groundnut
621219164,1912,Arachis_correntina,H,GBIF,-27.5,-58.77,0,,,1,0,groundnut
621219165,1914,Arachis_duranensis,H,GBIF,-23.25,-63.35,0,,,1,0,groundnut
621219259,1914,Arachis_duranensis,H,GBIF,-24.92,-64.42,0,,,1,0,groundnut
621219404,1914,Arachis_duranensis,H,GBIF,-23.01,-63.89,0,,,1,0,groundnut
621219460,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621219516,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621219597,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621219900,1914,Arachis_duranensis,H,GBIF,-24.93,-64.42,0,,,1,0,groundnut
621220322,1914,Arachis_duranensis,H,GBIF,-24.92,-64.46,0,,,1,0,groundnut
621220530,1914,Arachis_duranensis,H,GBIF,-23.25,-63.35,0,,,1,0,groundnut
621220531,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621220701,1914,Arachis_duranensis,H,GBIF,-24.84,-65.48,0,,,1,0,groundnut
621220814,1921,Arachis_villosa,H,GBIF,-27.61,-57.17,0,,,1,0,groundnut
621220927,1912,Arachis_correntina,H,GBIF,-27.9517,-58.8041,0,,,1,0,groundnut
621221151,1909,Arachis_monticola,H,GBIF,-24.11,-65.41,0,,,1,0,groundnut
621221317,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621221432,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621221512,1909,Arachis_monticola,H,GBIF,-24.84,-65.5,0,,,1,0,groundnut
621221580,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621221899,1921,Arachis_villosa,H,GBIF,-29.55,-57.31,0,,,1,0,groundnut
621221976,1909,Arachis_monticola,H,GBIF,-24.11,-65.41,0,,,1,0,groundnut
621222243,1914,Arachis_duranensis,H,GBIF,-25.24,-64.47,0,,,1,0,groundnut
621222246,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621222500,1921,Arachis_villosa,H,GBIF,-27.61,-57.17,0,,,1,0,groundnut
621222593,1912,Arachis_correntina,H,GBIF,-28.36,-58.03,0,,,1,0,groundnut
621222594,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621222948,1921,Arachis_villosa,H,GBIF,-31.43,-58.08,0,,,1,0,groundnut
621223006,1921,Arachis_villosa,H,GBIF,-29.7137,-57.0856,0,,,1,0,groundnut
621223427,1909,Arachis_monticola,H,GBIF,-23.07,-65.39,0,,,1,0,groundnut
621223484,1912,Arachis_correntina,H,GBIF,-27.8,-57.46,0,,,1,0,groundnut
621223485,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621223766,1914,Arachis_duranensis,H,GBIF,-24.92,-64.42,0,,,1,0,groundnut
621223799,1921,Arachis_villosa,H,GBIF,-27.61,-57.17,0,,,1,0,groundnut
621224002,1909,Arachis_monticola,H,GBIF,-23.204,-65.3486,0,,,1,0,groundnut
621224169,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621224365,1914,Arachis_duranensis,H,GBIF,-23.25,-63.35,0,,,1,0,groundnut
621224518,1909,Arachis_monticola,H,GBIF,-24.08,-65.4,0,,,1,0,groundnut
621224611,1921,Arachis_villosa,H,GBIF,-31.91,-58.4,0,,,1,0,groundnut
621224704,1914,Arachis_duranensis,H,GBIF,-25.24,-64.47,0,,,1,0,groundnut
621224775,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621224899,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621225123,1909,Arachis_monticola,H,GBIF,-24.11,-65.41,0,,,1,0,groundnut
621225203,1914,Arachis_duranensis,H,GBIF,-24.72,-65.41,0,,,1,0,groundnut
621225204,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621225529,1914,Arachis_duranensis,H,GBIF,-24.72,-65.41,0,,,1,0,groundnut
621225531,1912,Arachis_correntina,H,GBIF,-27.56,-58.29,0,,,1,0,groundnut
621225532,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621225605,1914,Arachis_duranensis,H,GBIF,-24.84,-65.48,0,,,1,0,groundnut
621225626,1909,Arachis_monticola,H,GBIF,-24.13,-65.4,0,,,1,0,groundnut
621225725,1909,Arachis_monticola,H,GBIF,-24.11,-65.41,0,,,1,0,groundnut
621226182,1921,Arachis_villosa,H,GBIF,-29.55,-57.31,0,,,1,0,groundnut
621226259,1912,Arachis_correntina,H,GBIF,-27.9517,-58.8041,0,,,1,0,groundnut
621226309,1914,Arachis_duranensis,H,GBIF,-24.37,-65.12,0,,,1,0,groundnut
621226340,1914,Arachis_duranensis,H,GBIF,-24.8443,-65.4788,0,,,1,0,groundnut
621226371,1912,Arachis_correntina,H,GBIF,-27.56,-58.29,0,,,1,0,groundnut
621226496,1914,Arachis_duranensis,H,GBIF,-24.92,-64.46,0,,,1,0,groundnut
621226925,1914,Arachis_duranensis,H,GBIF,-24.69,-64.21,0,,,1,0,groundnut
621226979,1909,Arachis_monticola,H,GBIF,-27.5,-58.77,0,,,1,0,groundnut
621227279,1921,Arachis_villosa,H,GBIF,-30.22,-57.86,0,,,1,0,groundnut
621227363,1921,Arachis_villosa,H,GBIF,-30.71,-58.16,0,,,1,0,groundnut
621227441,1909,Arachis_monticola,H,GBIF,-24.11,-65.41,0,,,1,0,groundnut
621227493,1912,Arachis_correntina,H,GBIF,-27.5,-58.77,0,,,1,0,groundnut
621227609,1914,Arachis_duranensis,H,GBIF,-27.4695,-58.8281,0,,,1,0,groundnut
621228169,1921,Arachis_villosa,H,GBIF,-30.91,-57.93,0,,,1,0,groundnut
621228261,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621228357,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621228494,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621228665,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621228870,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621229010,1909,Arachis_monticola,H,GBIF,-24.1197,-65.4019,0,,,1,0,groundnut
621229204,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621229279,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621229836,1921,Arachis_villosa,H,GBIF,-29.7137,-57.0856,0,,,1,0,groundnut
621230024,1921,Arachis_villosa,H,GBIF,-27.61,-57.17,0,,,1,0,groundnut
621230494,1914,Arachis_duranensis,H,GBIF,-24.69,-64.21,0,,,1,0,groundnut
621230601,1909,Arachis_monticola,H,GBIF,-24.28,-64.23,0,,,1,0,groundnut
621230668,1914,Arachis_duranensis,H,GBIF,-25.24,-64.47,0,,,1,0,groundnut
621230669,1909,Arachis_monticola,H,GBIF,-24.25,-65.5,0,,,1,0,groundnut
621230690,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621230752,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621230832,1914,Arachis_duranensis,H,GBIF,-25.24,-64.47,0,,,1,0,groundnut
621230862,1914,Arachis_duranensis,H,GBIF,-24.8443,-65.4788,0,,,1,0,groundnut
621230863,1914,Arachis_duranensis,H,GBIF,-23.25,-63.35,0,,,1,0,groundnut
621231047,1912,Arachis_correntina,H,GBIF,-27.3167,-58.5833,0,,,1,0,groundnut
621231266,1912,Arachis_correntina,H,GBIF,-28.36,-58.03,0,,,1,0,groundnut
621231337,1909,Arachis_monticola,H,GBIF,-24.11,-65.41,0,,,1,0,groundnut
621231637,1914,Arachis_duranensis,H,GBIF,-24.72,-65.41,0,,,1,0,groundnut
621231707,1921,Arachis_villosa,H,GBIF,-29.7327,-57.0999,0,,,1,0,groundnut
621231765,1914,Arachis_duranensis,H,GBIF,-24.93,-64.42,0,,,1,0,groundnut
621231819,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621231992,1914,Arachis_duranensis,H,GBIF,-23.243,-63.3412,0,,,1,0,groundnut
621232161,1909,Arachis_monticola,H,GBIF,-22.92,-65.92,0,,,1,0,groundnut
621232484,1909,Arachis_monticola,H,GBIF,-23.07,-65.39,0,,,1,0,groundnut
621232669,1914,Arachis_duranensis,H,GBIF,-24.84,-65.48,0,,,1,0,groundnut
621232784,1914,Arachis_duranensis,H,GBIF,-24.92,-65.5,0,,,1,0,groundnut
621232814,1914,Arachis_duranensis,H,GBIF,-24.93,-64.42,0,,,1,0,groundnut
621232921,1914,Arachis_duranensis,H,GBIF,-24.69,-64.21,0,,,1,0,groundnut
621232924,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621232979,1914,Arachis_duranensis,H,GBIF,-25,-64.5,0,,,1,0,groundnut
621233009,1912,Arachis_correntina,H,GBIF,-27.3704,-58.5127,0,,,1,0,groundnut
621233042,1914,Arachis_duranensis,H,GBIF,-23.25,-63.35,0,,,1,0,groundnut
621233044,1909,Arachis_monticola,H,GBIF,-27.4794,-58.8266,0,,,1,0,groundnut
621233185,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621233270,1914,Arachis_duranensis,H,GBIF,-23.01,-63.89,0,,,1,0,groundnut
621233271,1912,Arachis_correntina,H,GBIF,-27.33,-58.5,0,,,1,0,groundnut
621233332,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621233369,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621233494,1914,Arachis_duranensis,H,GBIF,-23.25,-63.38,0,,,1,0,groundnut
621233529,1914,Arachis_duranensis,H,GBIF,-22.67,-63.65,0,,,1,0,groundnut
621233612,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621233676,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621233860,1914,Arachis_duranensis,H,GBIF,-24.92,-64.42,0,,,1,0,groundnut
621233933,1912,Arachis_correntina,H,GBIF,-28.36,-58.03,0,,,1,0,groundnut
621233934,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621234115,1914,Arachis_duranensis,H,GBIF,-24.69,-64.21,0,,,1,0,groundnut
621234215,1912,Arachis_correntina,H,GBIF,-27.8,-57.46,0,,,1,0,groundnut
621234216,1914,Arachis_duranensis,H,GBIF,-23.25,-63.35,0,,,1,0,groundnut
621234317,1909,Arachis_monticola,H,GBIF,-24.11,-65.41,0,,,1,0,groundnut
621234410,1914,Arachis_duranensis,H,GBIF,-24.68,-64.25,0,,,1,0,groundnut
621234505,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621234536,1914,Arachis_duranensis,H,GBIF,-24.92,-64.42,0,,,1,0,groundnut
621234614,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621234643,1909,Arachis_monticola,H,GBIF,-24.11,-65.41,0,,,1,0,groundnut
621234691,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621234692,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621234814,1912,Arachis_correntina,H,GBIF,-28.36,-58.03,0,,,1,0,groundnut
621234815,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
621234867,1914,Arachis_duranensis,H,GBIF,-25.24,-64.47,0,,,1,0,groundnut
621234973,1914,Arachis_duranensis,H,GBIF,-23.25,-63.35,0,,,1,0,groundnut
621234974,1921,Arachis_villosa,H,GBIF,-29.7327,-57.0999,0,,,1,0,groundnut
621235010,1914,Arachis_duranensis,H,GBIF,-24.93,-64.42,0,,,1,0,groundnut
621235012,1914,Arachis_duranensis,H,GBIF,-24.9,-65.24,0,,,1,0,groundnut
621235082,1914,Arachis_duranensis,H,GBIF,-24.37,-65.09,0,,,1,0,groundnut
621235200,1914,Arachis_duranensis,H,GBIF,-25.24,-64.47,0,,,1,0,groundnut
621235266,1914,Arachis_duranensis,H,GBIF,-24.72,-65.41,0,,,1,0,groundnut
621235277,1921,Arachis_villosa,H,GBIF,-30.91,-57.93,0,,,1,0,groundnut
621235363,1914,Arachis_duranensis,H,GBIF,-23.03,-63.85,0,,,1,0,groundnut
